nom,total,libres,occupation_pct,heure,jour_semaine,minute
Allees De Chartres,415,20,95.18,14,1,46
Parc Relais Stalingrad,120,2,98.33,14,1,46
Parc Relais Galin,279,0,100.0,14,1,46
Bergonie,69,20,71.01,14,1,46
Beaujon,92,19,79.35,14,1,46
Paludate - Saint Jean,566,121,78.62,14,1,46
Parc Relais Les Aubiers,234,232,0.85,14,1,46
Gare Saint Jean Arret Minute P2 Sud,105,75,28.57,14,1,46
Les Bassins,274,145,47.08,14,1,46
Pey Berland - Saint Christoly,399,101,74.69,14,1,46
Bassins A Flots,250,130,48.0,14,1,46
Brienne,300,168,44.0,14,1,46
Gare Saint Jean Arret Minute P1 Nord,46,46,0.0,14,1,46
Merignac Centre,285,199,30.18,14,1,46
P3 Belcier Arret Minute - Gare Saint Jean,103,0,100.0,14,1,46
Amedee St Germain,639,255,60.09,14,1,46
"Parc Relais Caroline Aigle, Merignac",103,103,0.0,14,1,46
Belvedere,400,348,13.0,14,1,46
Amplitude,396,143,63.89,14,1,46
Parc Relais Brandenburg,211,1,99.53,14,1,50
Bord'Eau Village,540,259,52.04,14,1,50
Clemenceau,379,228,39.84,14,1,50
Meunier - Saint Jean,323,112,65.33,14,1,50
P4 Belcier -  Gare Saint Jean,600,0,100.0,14,1,50
Grand Parc,341,106,68.91,14,1,50
Parc Relais Quarante Journaux,200,186,7.0,14,1,50
Parc Relais Cantinolle,620,526,15.16,14,1,50
Parc Relais De L'Hippodrome,250,56,77.6,14,1,50
Centre Commercant Ginko,930,823,11.51,14,1,50
Parc Relais La Gardette Nord,242,56,76.86,14,1,50
Parc Relais Gare De Begles,193,193,0.0,14,1,50
Begles Les Secheries,400,241,39.75,14,1,50
Parc Relais Gare De Blanquefort,206,6,97.09,14,1,50
Victor Hugo,634,243,61.67,14,1,50
Victoire,466,228,51.07,14,1,50
Tourny,950,191,79.89,14,1,50
Front Du Medoc,70,70,0.0,14,1,50
Centre Commercial Meriadeck,1230,742,39.67,14,1,50
Huit Mai 45,399,90,77.44,14,1,50
Gambetta,438,41,90.64,14,1,50
Capucins,270,0,100.0,14,1,50
Camille Jullian,338,197,41.72,14,1,50
Republique,361,96,73.41,14,1,50
Grands Hommes,415,149,64.1,14,1,50
Bourse - Jaures,1300,732,43.69,14,1,50
Salinieres,400,102,74.5,14,1,50
P3 Belcier - Gare Saint Jean,767,0,100.0,14,1,50
Parc Relais Ravezies Le Bouscat,366,25,93.17,14,1,50
Liberation,137,30,78.1,14,1,50
Laharpe,80,7,91.25,14,1,50
Parc Relais Gare De Bruges ,57,51,10.53,14,1,50
Parc Relais Floirac Dravemont,52,52,0.0,14,1,50
Floirac Arena,962,939,2.39,14,1,50
Parc Relais Le Haillan Rostand,204,134,34.31,14,1,50
Parc Relais La Gardette Sud,151,108,28.48,14,1,50
Parc Relais Lauriers,149,64,57.05,14,1,50
Parc Relais Buttiniere,600,7,98.83,14,1,50
Parc Relais Arlac,393,386,1.78,14,1,50
Parc Relais Quatre Chemins,396,215,45.71,14,1,50
Pessac Centre,400,255,36.25,14,1,50
Parc Relais Bougnard,168,168,0.0,14,1,50
Parc Relais Unitec,218,5,97.71,14,1,50
Parc Relais Gare De Pessac Alouette,148,88,40.54,14,1,50
Parc Relais Arts Et Metiers,590,593,0.0,14,1,50
Parc Relais Cap Metiers,146,132,9.59,14,1,50
Ars - Belcier,225,192,14.67,14,1,50
Parc Relais Les Pins,220,199,9.55,14,1,50
Parc Relais Villenave Pyrenees,399,161,59.65,14,1,50
Cite Mondiale,842,231,72.57,14,1,50
Gare Saint Jean,267,13,95.13,14,1,50
Porte De Bordeaux,344,94,72.67,14,1,50
Allees De Chartres,415,15,96.39,14,1,50
Parc Relais Stalingrad,120,1,99.17,14,1,50
Parc Relais Galin,279,0,100.0,14,1,50
Bergonie,69,20,71.01,14,1,50
Beaujon,92,19,79.35,14,1,50
Paludate - Saint Jean,566,122,78.45,14,1,50
Parc Relais Les Aubiers,234,232,0.85,14,1,50
Gare Saint Jean Arret Minute P2 Sud,105,75,28.57,14,1,50
Les Bassins,274,145,47.08,14,1,50
Pey Berland - Saint Christoly,399,102,74.44,14,1,50
Bassins A Flots,250,129,48.4,14,1,50
Brienne,300,168,44.0,14,1,50
Gare Saint Jean Arret Minute P1 Nord,46,46,0.0,14,1,50
Merignac Centre,285,197,30.88,14,1,50
P3 Belcier Arret Minute - Gare Saint Jean,103,0,100.0,14,1,50
Amedee St Germain,639,255,60.09,14,1,50
"Parc Relais Caroline Aigle, Merignac",103,103,0.0,14,1,50
Belvedere,400,348,13.0,14,1,50
Amplitude,396,142,64.14,14,1,50
Parc Relais Brandenburg,211,1,99.53,14,1,52
Bord'Eau Village,540,258,52.22,14,1,52
Clemenceau,379,229,39.58,14,1,52
Meunier - Saint Jean,323,112,65.33,14,1,52
P4 Belcier -  Gare Saint Jean,600,0,100.0,14,1,52
Grand Parc,341,107,68.62,14,1,52
Parc Relais Quarante Journaux,200,187,6.5,14,1,52
Parc Relais Cantinolle,620,526,15.16,14,1,52
Parc Relais De L'Hippodrome,250,57,77.2,14,1,52
Centre Commercant Ginko,930,825,11.29,14,1,52
Parc Relais La Gardette Nord,242,56,76.86,14,1,52
Parc Relais Gare De Begles,193,193,0.0,14,1,52
Begles Les Secheries,300,294,2.0,14,1,52
Parc Relais Gare De Blanquefort,206,5,97.57,14,1,52
Victor Hugo,634,243,61.67,14,1,52
Victoire,466,231,50.43,14,1,52
Tourny,950,190,80.0,14,1,52
Front Du Medoc,70,70,0.0,14,1,52
Centre Commercial Meriadeck,1230,742,39.67,14,1,52
Huit Mai 45,399,91,77.19,14,1,52
Gambetta,438,46,89.5,14,1,52
Capucins,270,0,100.0,14,1,52
Camille Jullian,338,198,41.42,14,1,52
Republique,361,96,73.41,14,1,52
Grands Hommes,415,147,64.58,14,1,52
Bourse - Jaures,1300,731,43.77,14,1,52
Salinieres,400,102,74.5,14,1,52
P3 Belcier - Gare Saint Jean,767,0,100.0,14,1,52
Parc Relais Ravezies Le Bouscat,366,23,93.72,14,1,52
Liberation,137,31,77.37,14,1,52
Laharpe,80,7,91.25,14,1,52
Parc Relais Gare De Bruges ,57,51,10.53,14,1,52
Parc Relais Floirac Dravemont,52,52,0.0,14,1,52
Floirac Arena,962,939,2.39,14,1,52
Parc Relais Le Haillan Rostand,204,134,34.31,14,1,52
Parc Relais La Gardette Sud,151,108,28.48,14,1,52
Parc Relais Lauriers,149,64,57.05,14,1,52
Parc Relais Buttiniere,600,6,99.0,14,1,52
Parc Relais Arlac,393,386,1.78,14,1,52
Parc Relais Quatre Chemins,396,215,45.71,14,1,52
Pessac Centre,400,258,35.5,14,1,52
Parc Relais Bougnard,168,168,0.0,14,1,52
Parc Relais Unitec,218,5,97.71,14,1,52
Parc Relais Gare De Pessac Alouette,148,88,40.54,14,1,52
Parc Relais Arts Et Metiers,590,593,0.0,14,1,52
Parc Relais Cap Metiers,146,132,9.59,14,1,52
Ars - Belcier,225,191,15.11,14,1,52
Parc Relais Les Pins,220,199,9.55,14,1,52
Parc Relais Villenave Pyrenees,399,161,59.65,14,1,52
Cite Mondiale,842,231,72.57,14,1,52
Gare Saint Jean,267,12,95.51,14,1,52
Porte De Bordeaux,344,95,72.38,14,1,52
Allees De Chartres,415,14,96.63,14,1,52
Parc Relais Stalingrad,120,1,99.17,14,1,52
Parc Relais Galin,279,0,100.0,14,1,52
Bergonie,69,19,72.46,14,1,52
Beaujon,92,19,79.35,14,1,52
Paludate - Saint Jean,566,122,78.45,14,1,52
Parc Relais Les Aubiers,234,232,0.85,14,1,52
Gare Saint Jean Arret Minute P2 Sud,105,75,28.57,14,1,52
Les Bassins,274,146,46.72,14,1,52
Pey Berland - Saint Christoly,399,101,74.69,14,1,52
Bassins A Flots,250,129,48.4,14,1,52
Brienne,300,168,44.0,14,1,52
Gare Saint Jean Arret Minute P1 Nord,46,46,0.0,14,1,52
Merignac Centre,285,198,30.53,14,1,52
P3 Belcier Arret Minute - Gare Saint Jean,103,0,100.0,14,1,52
Amedee St Germain,639,255,60.09,14,1,52
"Parc Relais Caroline Aigle, Merignac",103,103,0.0,14,1,52
Belvedere,400,348,13.0,14,1,52
Amplitude,396,143,63.89,14,1,52
Parc Relais Brandenburg,211,1,99.53,14,1,54
Bord'Eau Village,540,258,52.22,14,1,54
Clemenceau,379,229,39.58,14,1,54
Meunier - Saint Jean,323,112,65.33,14,1,54
P4 Belcier -  Gare Saint Jean,600,0,100.0,14,1,54
Grand Parc,341,107,68.62,14,1,54
Parc Relais Quarante Journaux,200,187,6.5,14,1,54
Parc Relais Cantinolle,620,526,15.16,14,1,54
Parc Relais De L'Hippodrome,250,57,77.2,14,1,54
Centre Commercant Ginko,930,825,11.29,14,1,54
Parc Relais La Gardette Nord,242,56,76.86,14,1,54
Parc Relais Gare De Begles,193,193,0.0,14,1,54
Begles Les Secheries,300,294,2.0,14,1,54
Parc Relais Gare De Blanquefort,206,5,97.57,14,1,54
Victor Hugo,634,243,61.67,14,1,54
Victoire,466,231,50.43,14,1,54
Tourny,950,190,80.0,14,1,54
Front Du Medoc,70,70,0.0,14,1,54
Centre Commercial Meriadeck,1230,742,39.67,14,1,54
Huit Mai 45,399,91,77.19,14,1,54
Gambetta,438,46,89.5,14,1,54
Capucins,270,0,100.0,14,1,54
Camille Jullian,338,198,41.42,14,1,54
Republique,361,96,73.41,14,1,54
Grands Hommes,415,147,64.58,14,1,54
Bourse - Jaures,1300,731,43.77,14,1,54
Salinieres,400,102,74.5,14,1,54
P3 Belcier - Gare Saint Jean,767,0,100.0,14,1,54
Parc Relais Ravezies Le Bouscat,366,23,93.72,14,1,54
Liberation,137,31,77.37,14,1,54
Laharpe,80,7,91.25,14,1,54
Parc Relais Gare De Bruges ,57,51,10.53,14,1,54
Parc Relais Floirac Dravemont,52,52,0.0,14,1,54
Floirac Arena,962,939,2.39,14,1,54
Parc Relais Le Haillan Rostand,204,134,34.31,14,1,54
Parc Relais La Gardette Sud,151,108,28.48,14,1,54
Parc Relais Lauriers,149,64,57.05,14,1,54
Parc Relais Buttiniere,600,6,99.0,14,1,54
Parc Relais Arlac,393,386,1.78,14,1,54
Parc Relais Quatre Chemins,396,215,45.71,14,1,54
Pessac Centre,400,258,35.5,14,1,54
Parc Relais Bougnard,168,168,0.0,14,1,54
Parc Relais Unitec,218,5,97.71,14,1,54
Parc Relais Gare De Pessac Alouette,148,88,40.54,14,1,54
Parc Relais Arts Et Metiers,590,593,0.0,14,1,54
Parc Relais Cap Metiers,146,132,9.59,14,1,54
Ars - Belcier,225,191,15.11,14,1,54
Parc Relais Les Pins,220,199,9.55,14,1,54
Parc Relais Villenave Pyrenees,399,161,59.65,14,1,54
Cite Mondiale,842,231,72.57,14,1,54
Gare Saint Jean,267,12,95.51,14,1,54
Porte De Bordeaux,344,95,72.38,14,1,54
Allees De Chartres,415,14,96.63,14,1,54
Parc Relais Stalingrad,120,1,99.17,14,1,54
Parc Relais Galin,279,0,100.0,14,1,54
Bergonie,69,19,72.46,14,1,54
Beaujon,92,19,79.35,14,1,54
Paludate - Saint Jean,566,122,78.45,14,1,54
Parc Relais Les Aubiers,234,232,0.85,14,1,54
Gare Saint Jean Arret Minute P2 Sud,105,75,28.57,14,1,54
Les Bassins,274,146,46.72,14,1,54
Pey Berland - Saint Christoly,399,101,74.69,14,1,54
Bassins A Flots,250,129,48.4,14,1,54
Brienne,300,168,44.0,14,1,54
Gare Saint Jean Arret Minute P1 Nord,46,46,0.0,14,1,54
Merignac Centre,285,198,30.53,14,1,54
P3 Belcier Arret Minute - Gare Saint Jean,103,0,100.0,14,1,54
Amedee St Germain,639,255,60.09,14,1,54
"Parc Relais Caroline Aigle, Merignac",103,103,0.0,14,1,54
Belvedere,400,348,13.0,14,1,54
Amplitude,396,143,63.89,14,1,54
Parc Relais Brandenburg,211,1,99.53,14,1,56
Bord'Eau Village,540,258,52.22,14,1,56
Clemenceau,379,231,39.05,14,1,56
Meunier - Saint Jean,323,110,65.94,14,1,56
P4 Belcier -  Gare Saint Jean,600,0,100.0,14,1,56
Grand Parc,341,101,70.38,14,1,56
Parc Relais Quarante Journaux,200,186,7.0,14,1,56
Parc Relais Cantinolle,620,526,15.16,14,1,56
Parc Relais De L'Hippodrome,250,58,76.8,14,1,56
Centre Commercant Ginko,930,825,11.29,14,1,56
Parc Relais La Gardette Nord,242,55,77.27,14,1,56
Parc Relais Gare De Begles,193,193,0.0,14,1,56
Begles Les Secheries,400,240,40.0,14,1,56
Parc Relais Gare De Blanquefort,206,5,97.57,14,1,56
Victor Hugo,634,236,62.78,14,1,56
Victoire,466,230,50.64,14,1,56
Tourny,950,190,80.0,14,1,56
Front Du Medoc,70,70,0.0,14,1,56
Centre Commercial Meriadeck,1230,748,39.19,14,1,56
Huit Mai 45,399,92,76.94,14,1,56
Gambetta,438,46,89.5,14,1,56
Capucins,270,0,100.0,14,1,56
Camille Jullian,338,199,41.12,14,1,56
Republique,361,96,73.41,14,1,56
Grands Hommes,415,148,64.34,14,1,56
Bourse - Jaures,1300,728,44.0,14,1,56
Salinieres,400,100,75.0,14,1,56
P3 Belcier - Gare Saint Jean,767,0,100.0,14,1,56
Parc Relais Ravezies Le Bouscat,366,24,93.44,14,1,56
Liberation,137,31,77.37,14,1,56
Laharpe,80,6,92.5,14,1,56
Parc Relais Gare De Bruges ,57,51,10.53,14,1,56
Parc Relais Floirac Dravemont,52,52,0.0,14,1,56
Floirac Arena,962,939,2.39,14,1,56
Parc Relais Le Haillan Rostand,204,134,34.31,14,1,56
Parc Relais La Gardette Sud,151,108,28.48,14,1,56
Parc Relais Lauriers,149,64,57.05,14,1,56
Parc Relais Buttiniere,600,7,98.83,14,1,56
Parc Relais Arlac,393,386,1.78,14,1,56
Parc Relais Quatre Chemins,396,215,45.71,14,1,56
Pessac Centre,400,257,35.75,14,1,56
Parc Relais Bougnard,168,168,0.0,14,1,56
Parc Relais Unitec,218,5,97.71,14,1,56
Parc Relais Gare De Pessac Alouette,148,88,40.54,14,1,56
Parc Relais Arts Et Metiers,590,593,0.0,14,1,56
Parc Relais Cap Metiers,146,132,9.59,14,1,56
Ars - Belcier,225,191,15.11,14,1,56
Parc Relais Les Pins,220,199,9.55,14,1,56
Parc Relais Villenave Pyrenees,399,162,59.4,14,1,56
Cite Mondiale,842,232,72.45,14,1,56
Gare Saint Jean,267,11,95.88,14,1,56
Porte De Bordeaux,344,95,72.38,14,1,56
Allees De Chartres,415,14,96.63,14,1,56
Parc Relais Stalingrad,120,0,100.0,14,1,56
Parc Relais Galin,279,0,100.0,14,1,56
Bergonie,69,19,72.46,14,1,56
Beaujon,92,19,79.35,14,1,56
Paludate - Saint Jean,566,122,78.45,14,1,56
Parc Relais Les Aubiers,234,232,0.85,14,1,56
Gare Saint Jean Arret Minute P2 Sud,105,75,28.57,14,1,56
Les Bassins,274,145,47.08,14,1,56
Pey Berland - Saint Christoly,399,100,74.94,14,1,56
Bassins A Flots,250,130,48.0,14,1,56
Brienne,300,168,44.0,14,1,56
Gare Saint Jean Arret Minute P1 Nord,46,46,0.0,14,1,56
Merignac Centre,285,197,30.88,14,1,56
P3 Belcier Arret Minute - Gare Saint Jean,103,0,100.0,14,1,56
Amedee St Germain,639,255,60.09,14,1,56
"Parc Relais Caroline Aigle, Merignac",103,103,0.0,14,1,56
Belvedere,400,348,13.0,14,1,56
Amplitude,396,143,63.89,14,1,56
Parc Relais Brandenburg,211,1,99.53,14,1,58
Bord'Eau Village,540,258,52.22,14,1,58
Clemenceau,379,231,39.05,14,1,58
Meunier - Saint Jean,323,111,65.63,14,1,58
P4 Belcier -  Gare Saint Jean,600,0,100.0,14,1,58
Grand Parc,341,102,70.09,14,1,58
Parc Relais Quarante Journaux,200,186,7.0,14,1,58
Parc Relais Cantinolle,620,526,15.16,14,1,58
Parc Relais De L'Hippodrome,250,58,76.8,14,1,58
Centre Commercant Ginko,930,826,11.18,14,1,58
Parc Relais La Gardette Nord,242,55,77.27,14,1,58
Parc Relais Gare De Begles,193,193,0.0,14,1,58
Begles Les Secheries,400,239,40.25,14,1,58
Parc Relais Gare De Blanquefort,206,5,97.57,14,1,58
Victor Hugo,634,234,63.09,14,1,58
Victoire,466,229,50.86,14,1,58
Tourny,950,192,79.79,14,1,58
Front Du Medoc,70,70,0.0,14,1,58
Centre Commercial Meriadeck,1230,746,39.35,14,1,58
Huit Mai 45,399,92,76.94,14,1,58
Gambetta,438,46,89.5,14,1,58
Capucins,270,0,100.0,14,1,58
Camille Jullian,338,200,40.83,14,1,58
Republique,361,95,73.68,14,1,58
Grands Hommes,415,150,63.86,14,1,58
Bourse - Jaures,1300,728,44.0,14,1,58
Salinieres,400,99,75.25,14,1,58
P3 Belcier - Gare Saint Jean,767,0,100.0,14,1,58
Parc Relais Ravezies Le Bouscat,366,24,93.44,14,1,58
Liberation,137,31,77.37,14,1,58
Laharpe,80,6,92.5,14,1,58
Parc Relais Gare De Bruges ,57,51,10.53,14,1,58
Parc Relais Floirac Dravemont,52,52,0.0,14,1,58
Floirac Arena,962,938,2.49,14,1,58
Parc Relais Le Haillan Rostand,204,134,34.31,14,1,58
Parc Relais La Gardette Sud,151,108,28.48,14,1,58
Parc Relais Lauriers,149,64,57.05,14,1,58
Parc Relais Buttiniere,600,6,99.0,14,1,58
Parc Relais Arlac,393,386,1.78,14,1,58
Parc Relais Quatre Chemins,396,215,45.71,14,1,58
Pessac Centre,400,257,35.75,14,1,58
Parc Relais Bougnard,168,168,0.0,14,1,58
Parc Relais Unitec,218,5,97.71,14,1,58
Parc Relais Gare De Pessac Alouette,148,86,41.89,14,1,58
Parc Relais Arts Et Metiers,590,593,0.0,14,1,58
Parc Relais Cap Metiers,146,132,9.59,14,1,58
Ars - Belcier,225,191,15.11,14,1,58
Parc Relais Les Pins,220,200,9.09,14,1,58
Parc Relais Villenave Pyrenees,399,163,59.15,14,1,58
Cite Mondiale,842,232,72.45,14,1,58
Gare Saint Jean,267,12,95.51,14,1,58
Porte De Bordeaux,344,95,72.38,14,1,58
Allees De Chartres,415,16,96.14,14,1,58
Parc Relais Stalingrad,120,0,100.0,14,1,58
Parc Relais Galin,279,0,100.0,14,1,58
Bergonie,69,19,72.46,14,1,58
Beaujon,92,19,79.35,14,1,58
Paludate - Saint Jean,566,122,78.45,14,1,58
Parc Relais Les Aubiers,234,232,0.85,14,1,58
Gare Saint Jean Arret Minute P2 Sud,105,75,28.57,14,1,58
Les Bassins,274,144,47.45,14,1,58
Pey Berland - Saint Christoly,399,103,74.19,14,1,58
Bassins A Flots,250,128,48.8,14,1,58
Brienne,300,168,44.0,14,1,58
Gare Saint Jean Arret Minute P1 Nord,46,46,0.0,14,1,58
Merignac Centre,285,197,30.88,14,1,58
P3 Belcier Arret Minute - Gare Saint Jean,103,0,100.0,14,1,58
Amedee St Germain,639,254,60.25,14,1,58
"Parc Relais Caroline Aigle, Merignac",103,103,0.0,14,1,58
Belvedere,400,348,13.0,14,1,58
Amplitude,396,142,64.14,14,1,58
Parc Relais Brandenburg,211,0,100.0,15,1,0
Bord'Eau Village,540,258,52.22,15,1,0
Clemenceau,379,232,38.79,15,1,0
Meunier - Saint Jean,323,111,65.63,15,1,0
P4 Belcier -  Gare Saint Jean,600,0,100.0,15,1,0
Grand Parc,341,98,71.26,15,1,0
Parc Relais Quarante Journaux,200,186,7.0,15,1,0
Parc Relais Cantinolle,620,525,15.32,15,1,0
Parc Relais De L'Hippodrome,250,58,76.8,15,1,0
Centre Commercant Ginko,930,825,11.29,15,1,0
Parc Relais La Gardette Nord,242,55,77.27,15,1,0
Parc Relais Gare De Begles,193,193,0.0,15,1,0
Begles Les Secheries,300,294,2.0,15,1,0
Parc Relais Gare De Blanquefort,206,5,97.57,15,1,0
Victor Hugo,634,231,63.56,15,1,0
Victoire,466,230,50.64,15,1,0
Tourny,950,194,79.58,15,1,0
Front Du Medoc,70,70,0.0,15,1,0
Centre Commercial Meriadeck,1230,748,39.19,15,1,0
Huit Mai 45,399,92,76.94,15,1,0
Gambetta,438,46,89.5,15,1,0
Capucins,270,0,100.0,15,1,0
Camille Jullian,338,200,40.83,15,1,0
Republique,361,95,73.68,15,1,0
Grands Hommes,415,151,63.61,15,1,0
Bourse - Jaures,1300,728,44.0,15,1,0
Salinieres,400,99,75.25,15,1,0
P3 Belcier - Gare Saint Jean,767,0,100.0,15,1,0
Parc Relais Ravezies Le Bouscat,366,25,93.17,15,1,0
Liberation,137,31,77.37,15,1,0
Laharpe,80,6,92.5,15,1,0
Parc Relais Gare De Bruges ,57,51,10.53,15,1,0
Parc Relais Floirac Dravemont,52,52,0.0,15,1,0
Floirac Arena,962,938,2.49,15,1,0
Parc Relais Le Haillan Rostand,204,136,33.33,15,1,0
Parc Relais La Gardette Sud,151,108,28.48,15,1,0
Parc Relais Lauriers,149,63,57.72,15,1,0
Parc Relais Buttiniere,600,9,98.5,15,1,0
Parc Relais Arlac,393,386,1.78,15,1,0
Parc Relais Quatre Chemins,396,214,45.96,15,1,0
Pessac Centre,400,259,35.25,15,1,0
Parc Relais Bougnard,168,168,0.0,15,1,0
Parc Relais Unitec,218,6,97.25,15,1,0
Parc Relais Gare De Pessac Alouette,148,84,43.24,15,1,0
Parc Relais Arts Et Metiers,590,593,0.0,15,1,0
Parc Relais Cap Metiers,146,132,9.59,15,1,0
Ars - Belcier,225,191,15.11,15,1,0
Parc Relais Les Pins,220,200,9.09,15,1,0
Parc Relais Villenave Pyrenees,399,162,59.4,15,1,0
Cite Mondiale,842,233,72.33,15,1,0
Gare Saint Jean,267,12,95.51,15,1,0
Porte De Bordeaux,344,95,72.38,15,1,0
Allees De Chartres,415,14,96.63,15,1,0
Parc Relais Stalingrad,120,1,99.17,15,1,0
Parc Relais Galin,279,0,100.0,15,1,0
Bergonie,69,21,69.57,15,1,0
Beaujon,92,18,80.43,15,1,0
Paludate - Saint Jean,566,121,78.62,15,1,0
Parc Relais Les Aubiers,234,232,0.85,15,1,0
Gare Saint Jean Arret Minute P2 Sud,105,75,28.57,15,1,0
Les Bassins,274,143,47.81,15,1,0
Pey Berland - Saint Christoly,399,104,73.93,15,1,0
Bassins A Flots,250,129,48.4,15,1,0
Brienne,300,168,44.0,15,1,0
Gare Saint Jean Arret Minute P1 Nord,46,46,0.0,15,1,0
Merignac Centre,285,197,30.88,15,1,0
P3 Belcier Arret Minute - Gare Saint Jean,103,0,100.0,15,1,0
Amedee St Germain,639,254,60.25,15,1,0
"Parc Relais Caroline Aigle, Merignac",103,103,0.0,15,1,0
Belvedere,400,348,13.0,15,1,0
Amplitude,396,142,64.14,15,1,0
Parc Relais Brandenburg,211,0,100.0,15,1,2
Bord'Eau Village,540,256,52.59,15,1,2
Clemenceau,379,232,38.79,15,1,2
Meunier - Saint Jean,323,110,65.94,15,1,2
P4 Belcier -  Gare Saint Jean,600,0,100.0,15,1,2
Grand Parc,341,101,70.38,15,1,2
Parc Relais Quarante Journaux,200,186,7.0,15,1,2
Parc Relais Cantinolle,620,525,15.32,15,1,2
Parc Relais De L'Hippodrome,250,58,76.8,15,1,2
Centre Commercant Ginko,930,823,11.51,15,1,2
Parc Relais La Gardette Nord,242,54,77.69,15,1,2
Parc Relais Gare De Begles,193,193,0.0,15,1,2
Begles Les Secheries,300,294,2.0,15,1,2
Parc Relais Gare De Blanquefort,206,5,97.57,15,1,2
Victor Hugo,634,230,63.72,15,1,2
Victoire,466,229,50.86,15,1,2
Tourny,950,194,79.58,15,1,2
Front Du Medoc,70,70,0.0,15,1,2
Centre Commercial Meriadeck,1230,751,38.94,15,1,2
Huit Mai 45,399,92,76.94,15,1,2
Gambetta,438,46,89.5,15,1,2
Capucins,270,0,100.0,15,1,2
Camille Jullian,338,202,40.24,15,1,2
Republique,361,96,73.41,15,1,2
Grands Hommes,415,152,63.37,15,1,2
Bourse - Jaures,1300,734,43.54,15,1,2
Salinieres,400,99,75.25,15,1,2
P3 Belcier - Gare Saint Jean,767,0,100.0,15,1,2
Parc Relais Ravezies Le Bouscat,366,25,93.17,15,1,2
Liberation,137,31,77.37,15,1,2
Laharpe,80,6,92.5,15,1,2
Parc Relais Gare De Bruges ,57,51,10.53,15,1,2
Parc Relais Floirac Dravemont,52,52,0.0,15,1,2
Floirac Arena,962,938,2.49,15,1,2
Parc Relais Le Haillan Rostand,204,136,33.33,15,1,2
Parc Relais La Gardette Sud,151,108,28.48,15,1,2
Parc Relais Lauriers,149,63,57.72,15,1,2
Parc Relais Buttiniere,600,15,97.5,15,1,2
Parc Relais Arlac,393,386,1.78,15,1,2
Parc Relais Quatre Chemins,396,214,45.96,15,1,2
Pessac Centre,400,261,34.75,15,1,2
Parc Relais Bougnard,168,168,0.0,15,1,2
Parc Relais Unitec,218,6,97.25,15,1,2
Parc Relais Gare De Pessac Alouette,148,84,43.24,15,1,2
Parc Relais Arts Et Metiers,590,593,0.0,15,1,2
Parc Relais Cap Metiers,146,133,8.9,15,1,2
Ars - Belcier,225,190,15.56,15,1,2
Parc Relais Les Pins,220,200,9.09,15,1,2
Parc Relais Villenave Pyrenees,399,163,59.15,15,1,2
Cite Mondiale,842,234,72.21,15,1,2
Gare Saint Jean,267,10,96.25,15,1,2
Porte De Bordeaux,344,95,72.38,15,1,2
Allees De Chartres,415,15,96.39,15,1,2
Parc Relais Stalingrad,120,1,99.17,15,1,2
Parc Relais Galin,279,0,100.0,15,1,2
Bergonie,69,20,71.01,15,1,2
Beaujon,92,18,80.43,15,1,2
Paludate - Saint Jean,566,122,78.45,15,1,2
Parc Relais Les Aubiers,234,232,0.85,15,1,2
Gare Saint Jean Arret Minute P2 Sud,105,75,28.57,15,1,2
Les Bassins,274,143,47.81,15,1,2
Pey Berland - Saint Christoly,399,103,74.19,15,1,2
Bassins A Flots,250,129,48.4,15,1,2
Brienne,300,168,44.0,15,1,2
Gare Saint Jean Arret Minute P1 Nord,46,46,0.0,15,1,2
Merignac Centre,285,198,30.53,15,1,2
P3 Belcier Arret Minute - Gare Saint Jean,103,0,100.0,15,1,2
Amedee St Germain,639,253,60.41,15,1,2
"Parc Relais Caroline Aigle, Merignac",103,103,0.0,15,1,2
Belvedere,400,348,13.0,15,1,2
Amplitude,396,142,64.14,15,1,2
Parc Relais Brandenburg,211,0,100.0,15,1,4
Bord'Eau Village,540,256,52.59,15,1,4
Clemenceau,379,232,38.79,15,1,4
Meunier - Saint Jean,323,110,65.94,15,1,4
P4 Belcier -  Gare Saint Jean,600,0,100.0,15,1,4
Grand Parc,341,101,70.38,15,1,4
Parc Relais Quarante Journaux,200,186,7.0,15,1,4
Parc Relais Cantinolle,620,525,15.32,15,1,4
Parc Relais De L'Hippodrome,250,58,76.8,15,1,4
Centre Commercant Ginko,930,823,11.51,15,1,4
Parc Relais La Gardette Nord,242,54,77.69,15,1,4
Parc Relais Gare De Begles,193,193,0.0,15,1,4
Begles Les Secheries,300,294,2.0,15,1,4
Parc Relais Gare De Blanquefort,206,5,97.57,15,1,4
Victor Hugo,634,230,63.72,15,1,4
Victoire,466,229,50.86,15,1,4
Tourny,950,194,79.58,15,1,4
Front Du Medoc,70,70,0.0,15,1,4
Centre Commercial Meriadeck,1230,751,38.94,15,1,4
Huit Mai 45,399,92,76.94,15,1,4
Gambetta,438,46,89.5,15,1,4
Capucins,270,0,100.0,15,1,4
Camille Jullian,338,202,40.24,15,1,4
Republique,361,96,73.41,15,1,4
Grands Hommes,415,152,63.37,15,1,4
Bourse - Jaures,1300,734,43.54,15,1,4
Salinieres,400,99,75.25,15,1,4
P3 Belcier - Gare Saint Jean,767,0,100.0,15,1,4
Parc Relais Ravezies Le Bouscat,366,25,93.17,15,1,4
Liberation,137,31,77.37,15,1,4
Laharpe,80,6,92.5,15,1,4
