nom,total,libres,occupation_pct,heure,jour_semaine,minute
Meunier - Saint Jean,323,113,65.02,14,1,27
P4 Belcier -  Gare Saint Jean,600,0,100.0,14,1,27
Grand Parc,341,106,68.91,14,1,27
Parc Relais Quarante Journaux,200,186,7.0,14,1,27
Parc Relais Cantinolle,620,527,15.0,14,1,27
Parc Relais De L'Hippodrome,250,57,77.2,14,1,27
Centre Commercant Ginko,930,826,11.18,14,1,27
Parc Relais La Gardette Nord,242,57,76.45,14,1,27
Parc Relais Gare De Begles,193,193,0.0,14,1,27
Begles Les Secheries,400,244,39.0,14,1,27
Parc Relais Gare De Blanquefort,206,2,99.03,14,1,27
Victor Hugo,634,252,60.25,14,1,27
Victoire,466,233,50.0,14,1,27
Tourny,950,197,79.26,14,1,27
Front Du Medoc,70,70,0.0,14,1,27
Centre Commercial Meriadeck,1230,740,39.84,14,1,27
Huit Mai 45,399,84,78.95,14,1,27
Gambetta,438,37,91.55,14,1,27
Capucins,270,0,100.0,14,1,27
Camille Jullian,338,195,42.31,14,1,27
Republique,361,98,72.85,14,1,27
Grands Hommes,415,159,61.69,14,1,27
Bourse - Jaures,1300,727,44.08,14,1,27
Salinieres,400,99,75.25,14,1,27
P3 Belcier - Gare Saint Jean,767,0,100.0,14,1,27
Parc Relais Ravezies Le Bouscat,366,31,91.53,14,1,27
Liberation,137,28,79.56,14,1,27
Laharpe,80,7,91.25,14,1,27
Parc Relais Gare De Bruges ,57,51,10.53,14,1,27
Parc Relais Floirac Dravemont,52,52,0.0,14,1,27
Floirac Arena,962,943,1.98,14,1,27
Parc Relais Le Haillan Rostand,204,136,33.33,14,1,27
Parc Relais La Gardette Sud,151,108,28.48,14,1,27
Parc Relais Lauriers,149,64,57.05,14,1,27
Parc Relais Buttiniere,600,0,100.0,14,1,27
Parc Relais Arlac,393,385,2.04,14,1,27
Parc Relais Quatre Chemins,396,214,45.96,14,1,27
Pessac Centre,400,259,35.25,14,1,27
Parc Relais Bougnard,168,168,0.0,14,1,27
Parc Relais Unitec,218,6,97.25,14,1,27
Parc Relais Gare De Pessac Alouette,148,89,39.86,14,1,27
Parc Relais Arts Et Metiers,590,593,0.0,14,1,27
Parc Relais Cap Metiers,146,131,10.27,14,1,27
Ars - Belcier,225,192,14.67,14,1,27
Parc Relais Les Pins,220,198,10.0,14,1,27
Parc Relais Villenave Pyrenees,399,159,60.15,14,1,27
Cite Mondiale,842,227,73.04,14,1,27
Gare Saint Jean,267,14,94.76,14,1,27
Porte De Bordeaux,344,92,73.26,14,1,27
Allees De Chartres,415,23,94.46,14,1,27
Parc Relais Stalingrad,120,0,100.0,14,1,27
Parc Relais Galin,279,5,98.21,14,1,27
Bergonie,69,26,62.32,14,1,27
Beaujon,92,21,77.17,14,1,27
Paludate - Saint Jean,566,126,77.74,14,1,27
Parc Relais Les Aubiers,234,232,0.85,14,1,27
Gare Saint Jean Arret Minute P2 Sud,105,75,28.57,14,1,27
Les Bassins,274,143,47.81,14,1,27
Pey Berland - Saint Christoly,399,100,74.94,14,1,27
Bassins A Flots,250,138,44.8,14,1,27
Brienne,300,169,43.67,14,1,27
Gare Saint Jean Arret Minute P1 Nord,46,46,0.0,14,1,27
Merignac Centre,285,199,30.18,14,1,27
P3 Belcier Arret Minute - Gare Saint Jean,103,0,100.0,14,1,27
Amedee St Germain,639,248,61.19,14,1,27
"Parc Relais Caroline Aigle, Merignac",103,103,0.0,14,1,27
Belvedere,400,348,13.0,14,1,27
Amplitude,396,143,63.89,14,1,27
Parc Relais Brandenburg,211,0,100.0,14,1,29
Bord'Eau Village,540,264,51.11,14,1,29
Clemenceau,379,222,41.42,14,1,29
Meunier - Saint Jean,323,112,65.33,14,1,29
P4 Belcier -  Gare Saint Jean,600,0,100.0,14,1,29
Grand Parc,341,104,69.5,14,1,29
Parc Relais Quarante Journaux,200,186,7.0,14,1,29
Parc Relais Cantinolle,620,527,15.0,14,1,29
Parc Relais De L'Hippodrome,250,57,77.2,14,1,29
Centre Commercant Ginko,930,823,11.51,14,1,29
Parc Relais La Gardette Nord,242,57,76.45,14,1,29
Parc Relais Gare De Begles,193,193,0.0,14,1,29
Begles Les Secheries,300,294,2.0,14,1,29
Parc Relais Gare De Blanquefort,206,2,99.03,14,1,29
Victor Hugo,634,250,60.57,14,1,29
Victoire,466,231,50.43,14,1,29
Tourny,950,197,79.26,14,1,29
Front Du Medoc,70,70,0.0,14,1,29
Centre Commercial Meriadeck,1230,738,40.0,14,1,29
Huit Mai 45,399,84,78.95,14,1,29
Gambetta,438,42,90.41,14,1,29
Capucins,270,0,100.0,14,1,29
Camille Jullian,338,195,42.31,14,1,29
Republique,361,97,73.13,14,1,29
Grands Hommes,415,159,61.69,14,1,29
Bourse - Jaures,1300,728,44.0,14,1,29
Salinieres,400,99,75.25,14,1,29
P3 Belcier - Gare Saint Jean,767,0,100.0,14,1,29
Parc Relais Ravezies Le Bouscat,366,30,91.8,14,1,29
Liberation,137,29,78.83,14,1,29
Laharpe,80,7,91.25,14,1,29
Parc Relais Gare De Bruges ,57,51,10.53,14,1,29
Parc Relais Floirac Dravemont,52,52,0.0,14,1,29
Floirac Arena,962,943,1.98,14,1,29
Parc Relais Le Haillan Rostand,204,136,33.33,14,1,29
Parc Relais La Gardette Sud,151,108,28.48,14,1,29
Parc Relais Lauriers,149,63,57.72,14,1,29
Parc Relais Buttiniere,600,0,100.0,14,1,29
Parc Relais Arlac,393,385,2.04,14,1,29
Parc Relais Quatre Chemins,396,215,45.71,14,1,29
Pessac Centre,400,256,36.0,14,1,29
Parc Relais Bougnard,168,168,0.0,14,1,29
Parc Relais Unitec,218,5,97.71,14,1,29
Parc Relais Gare De Pessac Alouette,148,89,39.86,14,1,29
Parc Relais Arts Et Metiers,590,593,0.0,14,1,29
Parc Relais Cap Metiers,146,131,10.27,14,1,29
Ars - Belcier,225,192,14.67,14,1,29
Parc Relais Les Pins,220,198,10.0,14,1,29
Parc Relais Villenave Pyrenees,399,159,60.15,14,1,29
Cite Mondiale,842,229,72.8,14,1,29
Gare Saint Jean,267,14,94.76,14,1,29
Porte De Bordeaux,344,93,72.97,14,1,29
Allees De Chartres,415,24,94.22,14,1,29
Parc Relais Stalingrad,120,0,100.0,14,1,29
Parc Relais Galin,279,5,98.21,14,1,29
Bergonie,69,27,60.87,14,1,29
Beaujon,92,21,77.17,14,1,29
Paludate - Saint Jean,566,125,77.92,14,1,29
Parc Relais Les Aubiers,234,232,0.85,14,1,29
Gare Saint Jean Arret Minute P2 Sud,105,75,28.57,14,1,29
Les Bassins,274,144,47.45,14,1,29
Pey Berland - Saint Christoly,399,101,74.69,14,1,29
Bassins A Flots,250,137,45.2,14,1,29
Brienne,300,169,43.67,14,1,29
Gare Saint Jean Arret Minute P1 Nord,46,46,0.0,14,1,29
Merignac Centre,285,198,30.53,14,1,29
P3 Belcier Arret Minute - Gare Saint Jean,103,0,100.0,14,1,29
Amedee St Germain,639,250,60.88,14,1,29
"Parc Relais Caroline Aigle, Merignac",103,103,0.0,14,1,29
Belvedere,400,348,13.0,14,1,29
Amplitude,396,142,64.14,14,1,29
Parc Relais Brandenburg,211,0,100.0,14,1,36
Bord'Eau Village,540,263,51.3,14,1,36
Clemenceau,379,224,40.9,14,1,36
Meunier - Saint Jean,323,113,65.02,14,1,36
P4 Belcier -  Gare Saint Jean,600,0,100.0,14,1,36
Grand Parc,341,103,69.79,14,1,36
Parc Relais Quarante Journaux,200,186,7.0,14,1,36
Parc Relais Cantinolle,620,527,15.0,14,1,36
Parc Relais De L'Hippodrome,250,57,77.2,14,1,36
Centre Commercant Ginko,930,818,12.04,14,1,36
Parc Relais La Gardette Nord,242,57,76.45,14,1,36
Parc Relais Gare De Begles,193,193,0.0,14,1,36
Begles Les Secheries,300,294,2.0,14,1,36
Parc Relais Gare De Blanquefort,206,2,99.03,14,1,36
Victor Hugo,634,248,60.88,14,1,36
Victoire,466,230,50.64,14,1,36
Tourny,950,189,80.11,14,1,36
Front Du Medoc,70,70,0.0,14,1,36
Centre Commercial Meriadeck,1230,737,40.08,14,1,36
Huit Mai 45,399,84,78.95,14,1,36
Gambetta,438,42,90.41,14,1,36
Capucins,270,0,100.0,14,1,36
Camille Jullian,338,195,42.31,14,1,36
Republique,361,94,73.96,14,1,36
Grands Hommes,415,159,61.69,14,1,36
Bourse - Jaures,1300,725,44.23,14,1,36
Salinieres,400,102,74.5,14,1,36
P3 Belcier - Gare Saint Jean,767,0,100.0,14,1,36
Parc Relais Ravezies Le Bouscat,366,30,91.8,14,1,36
Liberation,137,29,78.83,14,1,36
Laharpe,80,7,91.25,14,1,36
Parc Relais Gare De Bruges ,57,51,10.53,14,1,36
Parc Relais Floirac Dravemont,52,52,0.0,14,1,36
Floirac Arena,962,942,2.08,14,1,36
Parc Relais Le Haillan Rostand,204,134,34.31,14,1,36
Parc Relais La Gardette Sud,151,108,28.48,14,1,36
Parc Relais Lauriers,149,63,57.72,14,1,36
Parc Relais Buttiniere,600,2,99.67,14,1,36
Parc Relais Arlac,393,385,2.04,14,1,36
Parc Relais Quatre Chemins,396,214,45.96,14,1,36
Pessac Centre,400,255,36.25,14,1,36
Parc Relais Bougnard,168,168,0.0,14,1,36
Parc Relais Unitec,218,4,98.17,14,1,36
Parc Relais Gare De Pessac Alouette,148,88,40.54,14,1,36
Parc Relais Arts Et Metiers,590,593,0.0,14,1,36
Parc Relais Cap Metiers,146,132,9.59,14,1,36
Ars - Belcier,225,192,14.67,14,1,36
Parc Relais Les Pins,220,198,10.0,14,1,36
Parc Relais Villenave Pyrenees,399,159,60.15,14,1,36
Cite Mondiale,842,230,72.68,14,1,36
Gare Saint Jean,267,13,95.13,14,1,36
Porte De Bordeaux,344,95,72.38,14,1,36
Allees De Chartres,415,22,94.7,14,1,36
Parc Relais Stalingrad,120,1,99.17,14,1,36
Parc Relais Galin,279,4,98.57,14,1,36
Bergonie,69,25,63.77,14,1,36
Beaujon,92,20,78.26,14,1,36
Paludate - Saint Jean,566,124,78.09,14,1,36
Parc Relais Les Aubiers,234,232,0.85,14,1,36
Gare Saint Jean Arret Minute P2 Sud,105,75,28.57,14,1,36
Les Bassins,274,144,47.45,14,1,36
Pey Berland - Saint Christoly,399,103,74.19,14,1,36
Bassins A Flots,250,134,46.4,14,1,36
Brienne,300,169,43.67,14,1,36
Gare Saint Jean Arret Minute P1 Nord,46,46,0.0,14,1,36
Merignac Centre,285,197,30.88,14,1,36
P3 Belcier Arret Minute - Gare Saint Jean,103,0,100.0,14,1,36
Amedee St Germain,639,250,60.88,14,1,36
"Parc Relais Caroline Aigle, Merignac",103,103,0.0,14,1,36
Belvedere,400,348,13.0,14,1,36
Amplitude,396,142,64.14,14,1,36
Parc Relais Brandenburg,211,0,100.0,14,1,38
Bord'Eau Village,540,261,51.67,14,1,38
Clemenceau,379,226,40.37,14,1,38
Meunier - Saint Jean,323,113,65.02,14,1,38
P4 Belcier -  Gare Saint Jean,600,0,100.0,14,1,38
Grand Parc,341,105,69.21,14,1,38
Parc Relais Quarante Journaux,200,186,7.0,14,1,38
Parc Relais Cantinolle,620,527,15.0,14,1,38
Parc Relais De L'Hippodrome,250,57,77.2,14,1,38
Centre Commercant Ginko,930,818,12.04,14,1,38
Parc Relais La Gardette Nord,242,57,76.45,14,1,38
Parc Relais Gare De Begles,193,193,0.0,14,1,38
Begles Les Secheries,400,242,39.5,14,1,38
Parc Relais Gare De Blanquefort,206,5,97.57,14,1,38
Victor Hugo,634,247,61.04,14,1,38
Victoire,466,228,51.07,14,1,38
Tourny,950,186,80.42,14,1,38
Front Du Medoc,70,70,0.0,14,1,38
Centre Commercial Meriadeck,1230,737,40.08,14,1,38
Huit Mai 45,399,84,78.95,14,1,38
Gambetta,438,42,90.41,14,1,38
Capucins,270,0,100.0,14,1,38
Camille Jullian,338,194,42.6,14,1,38
Republique,361,97,73.13,14,1,38
Grands Hommes,415,157,62.17,14,1,38
Bourse - Jaures,1300,728,44.0,14,1,38
Salinieres,400,103,74.25,14,1,38
P3 Belcier - Gare Saint Jean,767,0,100.0,14,1,38
Parc Relais Ravezies Le Bouscat,366,28,92.35,14,1,38
Liberation,137,29,78.83,14,1,38
Laharpe,80,7,91.25,14,1,38
Parc Relais Gare De Bruges ,57,51,10.53,14,1,38
Parc Relais Floirac Dravemont,52,52,0.0,14,1,38
Floirac Arena,962,942,2.08,14,1,38
Parc Relais Le Haillan Rostand,204,134,34.31,14,1,38
Parc Relais La Gardette Sud,151,108,28.48,14,1,38
Parc Relais Lauriers,149,63,57.72,14,1,38
Parc Relais Buttiniere,600,2,99.67,14,1,38
Parc Relais Arlac,393,385,2.04,14,1,38
Parc Relais Quatre Chemins,396,214,45.96,14,1,38
Pessac Centre,400,258,35.5,14,1,38
Parc Relais Bougnard,168,168,0.0,14,1,38
Parc Relais Unitec,218,4,98.17,14,1,38
Parc Relais Gare De Pessac Alouette,148,88,40.54,14,1,38
Parc Relais Arts Et Metiers,590,593,0.0,14,1,38
Parc Relais Cap Metiers,146,132,9.59,14,1,38
Ars - Belcier,225,192,14.67,14,1,38
Parc Relais Les Pins,220,198,10.0,14,1,38
Parc Relais Villenave Pyrenees,399,159,60.15,14,1,38
Cite Mondiale,842,233,72.33,14,1,38
Gare Saint Jean,267,13,95.13,14,1,38
Porte De Bordeaux,344,94,72.67,14,1,38
Allees De Chartres,415,18,95.66,14,1,38
Parc Relais Stalingrad,120,1,99.17,14,1,38
Parc Relais Galin,279,4,98.57,14,1,38
Bergonie,69,23,66.67,14,1,38
Beaujon,92,20,78.26,14,1,38
Paludate - Saint Jean,566,123,78.27,14,1,38
Parc Relais Les Aubiers,234,232,0.85,14,1,38
Gare Saint Jean Arret Minute P2 Sud,105,75,28.57,14,1,38
Les Bassins,274,144,47.45,14,1,38
Pey Berland - Saint Christoly,399,101,74.69,14,1,38
Bassins A Flots,250,130,48.0,14,1,38
Brienne,300,168,44.0,14,1,38
Gare Saint Jean Arret Minute P1 Nord,46,46,0.0,14,1,38
Merignac Centre,285,198,30.53,14,1,38
P3 Belcier Arret Minute - Gare Saint Jean,103,0,100.0,14,1,38
Amedee St Germain,639,251,60.72,14,1,38
"Parc Relais Caroline Aigle, Merignac",103,103,0.0,14,1,38
Belvedere,400,348,13.0,14,1,38
Amplitude,396,143,63.89,14,1,38
Parc Relais Brandenburg,211,0,100.0,14,1,40
Bord'Eau Village,540,258,52.22,14,1,40
Clemenceau,379,226,40.37,14,1,40
Meunier - Saint Jean,323,113,65.02,14,1,40
P4 Belcier -  Gare Saint Jean,600,0,100.0,14,1,40
Grand Parc,341,102,70.09,14,1,40
Parc Relais Quarante Journaux,200,186,7.0,14,1,40
Parc Relais Cantinolle,620,527,15.0,14,1,40
Parc Relais De L'Hippodrome,250,57,77.2,14,1,40
Centre Commercant Ginko,930,819,11.94,14,1,40
Parc Relais La Gardette Nord,242,57,76.45,14,1,40
Parc Relais Gare De Begles,193,193,0.0,14,1,40
Begles Les Secheries,300,294,2.0,14,1,40
Parc Relais Gare De Blanquefort,206,4,98.06,14,1,40
Victor Hugo,634,244,61.51,14,1,40
Victoire,466,228,51.07,14,1,40
Tourny,950,186,80.42,14,1,40
Front Du Medoc,70,70,0.0,14,1,40
Centre Commercial Meriadeck,1230,738,40.0,14,1,40
Huit Mai 45,399,87,78.2,14,1,40
Gambetta,438,42,90.41,14,1,40
Capucins,270,0,100.0,14,1,40
Camille Jullian,338,194,42.6,14,1,40
Republique,361,99,72.58,14,1,40
Grands Hommes,415,156,62.41,14,1,40
Bourse - Jaures,1300,726,44.15,14,1,40
Salinieres,400,102,74.5,14,1,40
P3 Belcier - Gare Saint Jean,767,0,100.0,14,1,40
Parc Relais Ravezies Le Bouscat,366,28,92.35,14,1,40
Liberation,137,31,77.37,14,1,40
Laharpe,80,7,91.25,14,1,40
Parc Relais Gare De Bruges ,57,51,10.53,14,1,40
Parc Relais Floirac Dravemont,52,52,0.0,14,1,40
Floirac Arena,962,941,2.18,14,1,40
Parc Relais Le Haillan Rostand,204,134,34.31,14,1,40
Parc Relais La Gardette Sud,151,108,28.48,14,1,40
Parc Relais Lauriers,149,64,57.05,14,1,40
Parc Relais Buttiniere,600,4,99.33,14,1,40
Parc Relais Arlac,393,385,2.04,14,1,40
Parc Relais Quatre Chemins,396,214,45.96,14,1,40
Pessac Centre,400,258,35.5,14,1,40
Parc Relais Bougnard,168,168,0.0,14,1,40
Parc Relais Unitec,218,6,97.25,14,1,40
Parc Relais Gare De Pessac Alouette,148,88,40.54,14,1,40
Parc Relais Arts Et Metiers,590,593,0.0,14,1,40
Parc Relais Cap Metiers,146,132,9.59,14,1,40
Ars - Belcier,225,192,14.67,14,1,40
Parc Relais Les Pins,220,199,9.55,14,1,40
Parc Relais Villenave Pyrenees,399,159,60.15,14,1,40
Cite Mondiale,842,232,72.45,14,1,40
Gare Saint Jean,267,12,95.51,14,1,40
Porte De Bordeaux,344,94,72.67,14,1,40
Allees De Chartres,415,18,95.66,14,1,40
Parc Relais Stalingrad,120,1,99.17,14,1,40
Parc Relais Galin,279,2,99.28,14,1,40
Bergonie,69,20,71.01,14,1,40
Beaujon,92,20,78.26,14,1,40
Paludate - Saint Jean,566,123,78.27,14,1,40
Parc Relais Les Aubiers,234,232,0.85,14,1,40
Gare Saint Jean Arret Minute P2 Sud,105,75,28.57,14,1,40
Les Bassins,274,144,47.45,14,1,40
Pey Berland - Saint Christoly,399,103,74.19,14,1,40
Bassins A Flots,250,129,48.4,14,1,40
Brienne,300,168,44.0,14,1,40
Gare Saint Jean Arret Minute P1 Nord,46,46,0.0,14,1,40
Merignac Centre,285,197,30.88,14,1,40
P3 Belcier Arret Minute - Gare Saint Jean,103,0,100.0,14,1,40
Amedee St Germain,639,254,60.25,14,1,40
"Parc Relais Caroline Aigle, Merignac",103,103,0.0,14,1,40
Belvedere,400,348,13.0,14,1,40
Amplitude,396,141,64.39,14,1,40
Parc Relais Brandenburg,211,0,100.0,14,1,42
Bord'Eau Village,540,258,52.22,14,1,42
Clemenceau,379,226,40.37,14,1,42
Meunier - Saint Jean,323,113,65.02,14,1,42
P4 Belcier -  Gare Saint Jean,600,0,100.0,14,1,42
Grand Parc,341,104,69.5,14,1,42
Parc Relais Quarante Journaux,200,186,7.0,14,1,42
Parc Relais Cantinolle,620,527,15.0,14,1,42
Parc Relais De L'Hippodrome,250,57,77.2,14,1,42
Centre Commercant Ginko,930,822,11.61,14,1,42
Parc Relais La Gardette Nord,242,57,76.45,14,1,42
Parc Relais Gare De Begles,193,193,0.0,14,1,42
Begles Les Secheries,300,294,2.0,14,1,42
Parc Relais Gare De Blanquefort,206,5,97.57,14,1,42
Victor Hugo,634,245,61.36,14,1,42
Victoire,466,227,51.29,14,1,42
Tourny,950,186,80.42,14,1,42
Front Du Medoc,70,70,0.0,14,1,42
Centre Commercial Meriadeck,1230,740,39.84,14,1,42
Huit Mai 45,399,87,78.2,14,1,42
Gambetta,438,41,90.64,14,1,42
Capucins,270,0,100.0,14,1,42
Camille Jullian,338,194,42.6,14,1,42
Republique,361,100,72.3,14,1,42
Grands Hommes,415,154,62.89,14,1,42
Bourse - Jaures,1300,727,44.08,14,1,42
Salinieres,400,102,74.5,14,1,42
P3 Belcier - Gare Saint Jean,767,0,100.0,14,1,42
Parc Relais Ravezies Le Bouscat,366,26,92.9,14,1,42
Liberation,137,31,77.37,14,1,42
Laharpe,80,7,91.25,14,1,42
Parc Relais Gare De Bruges ,57,51,10.53,14,1,42
Parc Relais Floirac Dravemont,52,52,0.0,14,1,42
Floirac Arena,962,942,2.08,14,1,42
Parc Relais Le Haillan Rostand,204,134,34.31,14,1,42
Parc Relais La Gardette Sud,151,108,28.48,14,1,42
Parc Relais Lauriers,149,64,57.05,14,1,42
Parc Relais Buttiniere,600,5,99.17,14,1,42
Parc Relais Arlac,393,385,2.04,14,1,42
Parc Relais Quatre Chemins,396,215,45.71,14,1,42
Pessac Centre,400,259,35.25,14,1,42
Parc Relais Bougnard,168,168,0.0,14,1,42
Parc Relais Unitec,218,6,97.25,14,1,42
Parc Relais Gare De Pessac Alouette,148,88,40.54,14,1,42
Parc Relais Arts Et Metiers,590,593,0.0,14,1,42
Parc Relais Cap Metiers,146,132,9.59,14,1,42
Ars - Belcier,225,192,14.67,14,1,42
Parc Relais Les Pins,220,199,9.55,14,1,42
Parc Relais Villenave Pyrenees,399,159,60.15,14,1,42
Cite Mondiale,842,231,72.57,14,1,42
Gare Saint Jean,267,13,95.13,14,1,42
Porte De Bordeaux,344,94,72.67,14,1,42
Allees De Chartres,415,19,95.42,14,1,42
Parc Relais Stalingrad,120,2,98.33,14,1,42
Parc Relais Galin,279,2,99.28,14,1,42
Bergonie,69,21,69.57,14,1,42
Beaujon,92,20,78.26,14,1,42
Paludate - Saint Jean,566,123,78.27,14,1,42
Parc Relais Les Aubiers,234,232,0.85,14,1,42
Gare Saint Jean Arret Minute P2 Sud,105,75,28.57,14,1,42
Les Bassins,274,144,47.45,14,1,42
Pey Berland - Saint Christoly,399,101,74.69,14,1,42
Bassins A Flots,250,129,48.4,14,1,42
Brienne,300,168,44.0,14,1,42
Gare Saint Jean Arret Minute P1 Nord,46,46,0.0,14,1,42
Merignac Centre,285,198,30.53,14,1,42
P3 Belcier Arret Minute - Gare Saint Jean,103,0,100.0,14,1,42
Amedee St Germain,639,254,60.25,14,1,42
"Parc Relais Caroline Aigle, Merignac",103,103,0.0,14,1,42
Belvedere,400,348,13.0,14,1,42
Amplitude,396,142,64.14,14,1,42
Parc Relais Brandenburg,211,0,100.0,14,1,44
Bord'Eau Village,540,258,52.22,14,1,44
Clemenceau,379,226,40.37,14,1,44
Meunier - Saint Jean,323,113,65.02,14,1,44
P4 Belcier -  Gare Saint Jean,600,0,100.0,14,1,44
Grand Parc,341,104,69.5,14,1,44
Parc Relais Quarante Journaux,200,186,7.0,14,1,44
Parc Relais Cantinolle,620,527,15.0,14,1,44
Parc Relais De L'Hippodrome,250,57,77.2,14,1,44
Centre Commercant Ginko,930,822,11.61,14,1,44
Parc Relais La Gardette Nord,242,57,76.45,14,1,44
Parc Relais Gare De Begles,193,193,0.0,14,1,44
Begles Les Secheries,300,294,2.0,14,1,44
Parc Relais Gare De Blanquefort,206,5,97.57,14,1,44
Victor Hugo,634,245,61.36,14,1,44
Victoire,466,227,51.29,14,1,44
Tourny,950,186,80.42,14,1,44
Front Du Medoc,70,70,0.0,14,1,44
Centre Commercial Meriadeck,1230,740,39.84,14,1,44
Huit Mai 45,399,87,78.2,14,1,44
Gambetta,438,41,90.64,14,1,44
Capucins,270,0,100.0,14,1,44
Camille Jullian,338,194,42.6,14,1,44
Republique,361,100,72.3,14,1,44
Grands Hommes,415,154,62.89,14,1,44
Bourse - Jaures,1300,727,44.08,14,1,44
Salinieres,400,102,74.5,14,1,44
P3 Belcier - Gare Saint Jean,767,0,100.0,14,1,44
Parc Relais Ravezies Le Bouscat,366,26,92.9,14,1,44
Liberation,137,31,77.37,14,1,44
Laharpe,80,7,91.25,14,1,44
Parc Relais Gare De Bruges ,57,51,10.53,14,1,44
Parc Relais Floirac Dravemont,52,52,0.0,14,1,44
Floirac Arena,962,942,2.08,14,1,44
Parc Relais Le Haillan Rostand,204,134,34.31,14,1,44
Parc Relais La Gardette Sud,151,108,28.48,14,1,44
Parc Relais Lauriers,149,64,57.05,14,1,44
Parc Relais Buttiniere,600,5,99.17,14,1,44
Parc Relais Arlac,393,385,2.04,14,1,44
Parc Relais Quatre Chemins,396,215,45.71,14,1,44
Pessac Centre,400,259,35.25,14,1,44
Parc Relais Bougnard,168,168,0.0,14,1,44
Parc Relais Unitec,218,6,97.25,14,1,44
Parc Relais Gare De Pessac Alouette,148,88,40.54,14,1,44
Parc Relais Arts Et Metiers,590,593,0.0,14,1,44
Parc Relais Cap Metiers,146,132,9.59,14,1,44
Ars - Belcier,225,192,14.67,14,1,44
Parc Relais Les Pins,220,199,9.55,14,1,44
Parc Relais Villenave Pyrenees,399,159,60.15,14,1,44
Cite Mondiale,842,231,72.57,14,1,44
Gare Saint Jean,267,13,95.13,14,1,44
Porte De Bordeaux,344,94,72.67,14,1,44
Allees De Chartres,415,19,95.42,14,1,44
Parc Relais Stalingrad,120,2,98.33,14,1,44
Parc Relais Galin,279,2,99.28,14,1,44
Bergonie,69,21,69.57,14,1,44
Beaujon,92,20,78.26,14,1,44
Paludate - Saint Jean,566,123,78.27,14,1,44
Parc Relais Les Aubiers,234,232,0.85,14,1,44
Gare Saint Jean Arret Minute P2 Sud,105,75,28.57,14,1,44
Les Bassins,274,144,47.45,14,1,44
Pey Berland - Saint Christoly,399,101,74.69,14,1,44
Bassins A Flots,250,129,48.4,14,1,44
Brienne,300,168,44.0,14,1,44
Gare Saint Jean Arret Minute P1 Nord,46,46,0.0,14,1,44
Merignac Centre,285,198,30.53,14,1,44
P3 Belcier Arret Minute - Gare Saint Jean,103,0,100.0,14,1,44
Amedee St Germain,639,254,60.25,14,1,44
"Parc Relais Caroline Aigle, Merignac",103,103,0.0,14,1,44
Belvedere,400,348,13.0,14,1,44
Amplitude,396,142,64.14,14,1,44
Parc Relais Brandenburg,211,1,99.53,14,1,46
Bord'Eau Village,540,259,52.04,14,1,46
Clemenceau,379,226,40.37,14,1,46
Meunier - Saint Jean,323,113,65.02,14,1,46
P4 Belcier -  Gare Saint Jean,600,0,100.0,14,1,46
Grand Parc,341,100,70.67,14,1,46
Parc Relais Quarante Journaux,200,186,7.0,14,1,46
Parc Relais Cantinolle,620,527,15.0,14,1,46
Parc Relais De L'Hippodrome,250,56,77.6,14,1,46
Centre Commercant Ginko,930,819,11.94,14,1,46
Parc Relais La Gardette Nord,242,54,77.69,14,1,46
Parc Relais Gare De Begles,193,193,0.0,14,1,46
Begles Les Secheries,300,240,20.0,14,1,46
Parc Relais Gare De Blanquefort,206,5,97.57,14,1,46
Victor Hugo,634,249,60.73,14,1,46
Victoire,466,227,51.29,14,1,46
Tourny,950,186,80.42,14,1,46
Front Du Medoc,70,70,0.0,14,1,46
Centre Commercial Meriadeck,1230,741,39.76,14,1,46
Huit Mai 45,399,88,77.94,14,1,46
Gambetta,438,42,90.41,14,1,46
Capucins,270,0,100.0,14,1,46
Camille Jullian,338,194,42.6,14,1,46
Republique,361,99,72.58,14,1,46
Grands Hommes,415,153,63.13,14,1,46
Bourse - Jaures,1300,728,44.0,14,1,46
Salinieres,400,102,74.5,14,1,46
P3 Belcier - Gare Saint Jean,767,0,100.0,14,1,46
Parc Relais Ravezies Le Bouscat,366,26,92.9,14,1,46
Liberation,137,31,77.37,14,1,46
Laharpe,80,7,91.25,14,1,46
Parc Relais Gare De Bruges ,57,51,10.53,14,1,46
Parc Relais Floirac Dravemont,52,52,0.0,14,1,46
Floirac Arena,962,942,2.08,14,1,46
Parc Relais Le Haillan Rostand,204,134,34.31,14,1,46
Parc Relais La Gardette Sud,151,108,28.48,14,1,46
Parc Relais Lauriers,149,64,57.05,14,1,46
Parc Relais Buttiniere,600,7,98.83,14,1,46
Parc Relais Arlac,393,385,2.04,14,1,46
Parc Relais Quatre Chemins,396,215,45.71,14,1,46
Pessac Centre,400,259,35.25,14,1,46
Parc Relais Bougnard,168,168,0.0,14,1,46
Parc Relais Unitec,218,6,97.25,14,1,46
Parc Relais Gare De Pessac Alouette,148,88,40.54,14,1,46
Parc Relais Arts Et Metiers,590,593,0.0,14,1,46
Parc Relais Cap Metiers,146,132,9.59,14,1,46
Ars - Belcier,225,192,14.67,14,1,46
Parc Relais Les Pins,220,199,9.55,14,1,46
Parc Relais Villenave Pyrenees,399,159,60.15,14,1,46
Cite Mondiale,842,231,72.57,14,1,46
Gare Saint Jean,267,14,94.76,14,1,46
Porte De Bordeaux,344,94,72.67,14,1,46
